tweet,sarcasm,sentiment,dialect
تطبيق خرائط غوغل Google maps للايفون برابط مباشر - #السعودية #قطر... https://t.co/8duBSwmqOX,FALSE,NEU,msa
#عائشة_حارب تشارك مدار تجربتها المميزة في التطوع 😍 https://t.co/ltHYm6NxBj,FALSE,NEU,msa
# اعجبني رأيكوان رفضت التعميم سلبا اتفق معك ان موروث مصر الحضاري هو نواه مشروع الوسط للبناء عليه,FALSE,POS,egypt
"""لن تصبحي جستن بيبر👌🏻🎶""",TRUE,NEU,msa
"""مستوطنون مسلحون يتجولون برفقة قوات #الاحتلال في البلدة القذيمة لمدينة #الخليل يوم أمس""",FALSE,NEU,msa
"""شقيق قيادي في جبهة النصرة هو احد اطراف البازار على حلب https://t.co/lm3xUycmaV""",FALSE,NEU,msa
وظني بك يارب ظناً جميلاً  #جمعة_مباركة,FALSE,POS,msa
مطلوب موظفين للرد على رسائل العيد يكون حاصل على شهادة في الشريعة الاسلامية.  ,FALSE,NEU,msa
يحز بخاطري بس اسكت واكلزق,FALSE,NEG,msa
"""Arab Idol - رامي عياش و جميع المتسابقات https://t.co/kgBkFtgATv""",FALSE,NEU,msa
"""#مكياج_عيون على طريقة #بيونسيهhttps://t.co/6bAibLVvOB@Beyonce https://t.co/v7y5bCV6m0""",FALSE,NEU,msa
"""الاكتفاء بالتلويح بورقة الحسم العسكري في #تعز، كلما زاد المجتمع الدولي من ضغوطه، يؤكد أن أمد الصراع سيطول أكثر في اليمن#اليمن_سينتصر""",FALSE,NEU,msa
الأسئلة التي هربنا منها أيام المجلس العسكري لا زالت تطاردنا وستظل إلى أن نواجهها ونجيب عليها,FALSE,NEG,msa
"""RT @aitnews: تطبيق Whisky16 لإضافة أساليب فنية على الكاميرا لأجهزة آيفون#تطبيقات #آيفونhttps://t.co/PPfb83qqNi""",FALSE,NEU,msa
"""يارب عونك ونصرك ورحمتك قبل كل شيء لسكان حلب ،، يارب ارحم ضعف صغيرهم وشيبة كبيرهم وفجع الثكالى والمقهورين 🙏""",FALSE,POS,msa
"""RT @hajjaj1407: ملاك جميل في #حلب خرج حيا من تحت الركام الذي خلفته قوات الاحتلال الروسي الصديق!!!آهٍ من يومٍ يغضب فيه الجبارويسألنا عن خذ…""",FALSE,NEG,msa
"اذا كنا بنقول انه رحمة للعالمين طب لما تقتل الناس اللي عقيدتها مش عجباك و تشتم الباقي, فضل مين من العالمين؟",FALSE,NEG,egypt
"""ألمانيا تستضيف بطولة العالم للزلاجات بدلا من روسيا https://t.co/euAaTiOstZ https://t.co/EMn2BiesuA""",FALSE,NEU,msa
"""بالفيديو - مشاجرة في عزاء #محمود_عبد_العزيز بسبب #عادل_إمامhttps://t.co/3P8bE3PmN1 https://t.co/CCXsqQC8bT""",FALSE,NEG,egypt
على فكرة ويكيبديا العربية لديهم صفحة عن السخرية ! أكثر الناس بعدًا عن السخرية الذي يحاول أن يفهمها !   #Metsaseen #Saudi,FALSE,NEU,msa
"""RT @mohanna63: يكفي في الغرب انك لا تسمع او ترى امريكيا او فرنسيا يقول عن اوباما واولاند : قائد مسيرتنا وزعيم نهضتنا وحكمة قيادتنا ووالد ام…""",FALSE,NEU,msa
"""@malak_alhusainiاختي ملاك امي معاها ايفون ٤ ودي اشتري لها ايفون ٧ ودي افرحها ولا اذا تبيني اصور لك الايفون حقها ابشري 😿""",FALSE,POS,gulf
"""ارمــــــــــــــلة جاده عاطفية حنونة تبحث عن زوج جاد  https://t.co/suM6ADGof5""",FALSE,NEU,msa
"""@mohamedkarout @DimaSadek نعم هي صوت جبهة النصرة بحلب اللي تنتفض لنصرتهم 😏""",FALSE,NEG,msa
سايب صاحبك يهزر معاك و يشتمك بامك ؟ معلش اصلها فكرت نفسها جابت راجل طلع #سيكو_سيكو,TRUE,NEG,egypt
زمن بتنباع فيه الكاندي كرش ب ٧ فاصلة ٦ مليون دولار .. شو بدكم أحلى من هيك إنسانية :) #مفارقة,FALSE,NEG,msa
"""العرب القطرية : خطاب الوداع الذي لم يقله باراك أوباما! https://t.co/eeUPgnEPAu""",FALSE,NEU,msa
"""اللواء #كامل_الوزير في مداخلة مع #عمرو_أديب بتكليف من الرئيس #السيسي بعد نشر صور لمحطة قطار أسوانستتولى القوات الم… https://t.co/NWIpZpTBxk""",FALSE,NEU,egypt
اخي انا مش فاضي، هلأ بحكيلك البطرك يعمدك و تصير ماروني و تعمل رئيس ع كن يوم ..   #بطل_حدا_ماروني,FALSE,NEG,msa
"""RT @thagb14: ""نيويورك بوست"":قدمنا هديتين لايران: ألاولى سماح أوباما لطهران ببناء صواريخ نووية والثانيه رفع العقوبات عن البنوك التي تمول تلك…""",FALSE,NEU,msa
"""جوجل بلاي مقموص :3""",TRUE,NEG,egypt
"""الآس:""تغطية البرنابيو"".""فلورنتينو يفّي بوعده منذ إنتخابات ٢٠٠٤"".#ريال_مدريد #RealMadrid #LaLiga #الليغا… https://t.co/iGNycTKEZ5""",FALSE,NEU,egypt
مشربتش من نيلها؟ طب جربت تغنيلها؟ جربت فعز ما تحزن تحاول تولد فأمريكا عشان الواد ياخد الجنسية؟ #شيرين #نفاق,TRUE,NEG,egypt
🌟 نتدخل لإجراء كافة التعديلات التي تطلب على أي عمل أكاديمي.للتواصل واتس: 00970594350236#لاعب_يتمتع_بااخلاق_عاليه https://t.co/ZeQ42tDjwo,FALSE,NEU,msa
الأحمري المتجنس في #قطر يستمر في #تحريض الفتنة في #مصر، ويشبه قواتها الباسلة بجيش الاحتلال الفرنسي!!! …,TRUE,NEG,msa
"""الفقعان: إنطلاق المرحلة الثانية لمشروع تركيب العوازل لمخميات النازحين السوريين في لبنان  https://t.co/OoZgSBwnMj""",FALSE,NEU,msa
"""RT @xEmDGsvITGz6UEW: تطاول #اردوغان على #العبادي هي ليست اهانه لل #العبادي فحسب بل اهانه للعراقلأن #العبادي_يمثل_العراق شئنا أم أبيناتوح…""",FALSE,NEG,msa
"""#شبكة_أخبار_المعارك أطفال اصيبوا نتيجة الغارات الروسية على مدينة #حلب صباح اليومحسبنا الله ونعم والوكيل https://t.co/JHhjktp7qu""",TRUE,NEG,msa
"""#بوب_ديلان يغني في السويد .. هل يستغل الفرصة لإستلام جائزته؟https://t.co/5N76HfZ470 https://t.co/oKszI0CcmD""",FALSE,NEU,msa
"""@periscopeco #اغتيال_الشيخ_نادر_العمراني #نادر_العمراني #ليبيا الصوت بالأعلى""",FALSE,NEG,msa
مشكلة اليسار مش اللي قاله العريان مشكلته إن رغم كونه الفصيل الأكثر فاعلية ونضالية في الثورة المصرية لم يستطع طرح شكل,FALSE,NEG,egypt
"""#بوابة_العاصمة || #الرئيس_الصينى: نعمل لضمان نمو العلاقات مع #الولايات_المتحدة https://t.co/3lP7ExwMb4""",FALSE,NEU,msa
"""@muhmad_ez يحل ف شرع مين يا امة الاسلام 🎶📣""",FALSE,NEG,msa
"""المبعوث الصيني الى سوريا من بيت الوسط:  لضرب المنظمات الارهابية بيد من حديد - https://t.co/zDDpKYTuVJ https://t.co/WpnaxbzxLT""",FALSE,NEU,msa
@i0zh_  كنت ادور على هاري بوتر ولقطت😏😏,FALSE,NEU,gulf
"""@munee82_ بيونسيه 💘""",FALSE,POS,msa
"""RT @arabia2_com2: #بوكيمون جو تتحدى الألعاب الأولمبية Rio 2016#الاخبار_التقنيةhttps://t.co/YREczBafAJ https://t.co/2RTSrMDWTM""",FALSE,NEU,msa
.لن تكسب قلوب الناس إلا بـعفويتك  فلا تتصنع ،،#نصيحة_اليوم,FALSE,POS,msa
أصدقائى لاتنظروا للوراء وإنسوا التجربة الاخوانية بما لها وعليها لنبدأ مرحلة جديدة لمصر بيد واحدة نبنى ونعمر والكل يشارك,FALSE,POS,msa
"""https://t.co/X6fpxzUSo1 أفضل تطبيق من نوعه لشحن الرصيد والمزيد من الخدمات! #مهرجان_القاهره_السينمايي https://t.co/v6Upucyf8q""",FALSE,NEU,msa
"""القنوات السورية تبث مباشرة وعلي الهواء صور الاف النازحين السوريين وعيالهم لانري اعدامات ولا جثث ولا قتل كما تروج #الجزيرة واخواتها ..جربوا""",FALSE,NEU,msa
المجد لله ثم لك انت ياشهيد #جـــيكا #سيد_وزة,FALSE,POS,msa
"""ولو قصفت طائراتهم وأضافوا عشرين دولة معهم. لن يغيروا مجرى التاريخ ولن يفلتوا من الانتقام والثأر اليمني طال الزمن أو قصر. #اليمن #السعودية""",FALSE,NEG,msa
"""RT @Counselkremlin: زعلانيين على التصويت المصري ضد الارهاب .. يعنى تبونهم يحاربون الارهاب في سيناء ويأيدونه في سوريا .. !!هذا منطق الاع…""",TRUE,NEG,levant
"الجزيرة مباشر مصر : حمدي زوبة ينافس باسم يوسف لكن بثقل دممع السنيد سليم عزوز و شاهد ما شافش حاجة حسين عبد الفتاح"" اللى أختشوا ماتوا """,FALSE,NEU,egypt
"""@fahadmdgam @AhmedGomaaaa زيارة رجب طيب أردوغان إلى إيران ودعم اقتصادهم ب30 مليار دولارhttps://t.co/aLmYihN3Qg @YouTube""",FALSE,NEU,msa
"""#الاحتلال يبدأ في تفعيل قراره الجائر ويفرض أول غرامة مالية على رفع الأذان بـ #القدس. #فلسطين#لن_تسكت_المآذنhttps://t.co/PCCCPYegRX""",FALSE,NEG,msa
"""#نادين_نسيب_نجيم بتستاهلي لانك فعلاافضل ممثلة لامانة انا بحبك وبحب ثمتيلك ❤ @nadinenjeim https://t.co/r7V9vETcOa""",FALSE,POS,egypt
"""@Sllokei اسطورة التنس روجر فيدرر وصاحب 88 لقب منها 17 جراند سلام #اسطورة ❤️""",FALSE,NEU,msa
"""السعودية تبدأ الثلاثاء مباحثات بشأن اول عملية اقتراضhttps://t.co/Z2cL8TPfODاعلنت السعودية انها ستبدأ الثلاثاء مباحثات مع مستثمرين محتم…""",FALSE,NEU,msa
"""@ahamdyos @BBCWorld لينك ال bbc دة مدلس. https://t.co/zBKBVfMMC9 والكلام كان من كام شهر وخبراء فرنسيين الي اعلنوا انا متذكرة""",FALSE,NEU,egypt
"""بمناسبة انتخابات الرئاسة الامريكية  معظم الناس كارهين ( دونالد ترامب)https://t.co/xPLYMLli8H""",FALSE,NEU,msa
تجاهل الاعلام الحقير لضحايا معدية قنا الذين غرقوا فى النيل يكشف انهيار الحق لو أيام مرسي كانت الولولة والدموع للركب مش كده يا منى,TRUE,NEG,egypt
"""تركيا تنفي عقد صفقة مع روسيا بشأن حلب https://t.co/XX4MMEgtW5""",FALSE,NEU,msa
"""@LaraElbarrak @khotyar1 @Nathalouna @MWEHBE @bcherawi @zabataringo22 @Sabihakhalil2 قصدق حلف الناتو ...او الاطلسي هههه""",TRUE,NEU,msa
كيف يحشد الرئيس مرسي الجماهير لاسقاط الاعلان الدستوري فيهتفون يسقط حكم العسكر ثم يشيد الرئيس اليوم بالدور الرائع للمجلس العسكريتناقض مؤسف,TRUE,NEG,msa
نقطة أخيرة قانون التظاهر الذي يحتاج إلي إعادة النظر في عقوباته كما يقول #الببلاوي أصدره هو في عهده وبنفسه أرائيتم كيف وصل العبث بعقولنا؟!,TRUE,NEG,msa
"""عاجل : انهاء عمل اشخاص من السفارة الاردنية بواشنطن https://t.co/wets6Dvl6x انهاء عمل مجموعة اشخاص مبتعثين للدراسة ب #واشنطن#الاردن#حارتنا""",FALSE,NEU,egypt
جامعة هارفارد تعتبر مقر للسواح، أتوقع نسوا عن مقر عليشه لجامعه الملك سعود في الرياض.  ,FALSE,NEU,msa
كل فكرهَ ابداعية : يقابلها الناس بثلاثة مراحل   ثم #مقاومة ثم #تقليد أعد قرآتها ...♡,FALSE,POS,msa
"""حاكم ولاية كاليفورنيا السابق يتراجع عن دعم المرشح دونالد ترامبhttps://t.co/D59UPdVYCu https://t.co/3ggVZYQjtH""",FALSE,NEU,msa
#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لنور الدين محمود 15سنة #الدقهلية طالب بالثانوي الأزهري,TRUE,NEG,msa
كنها نغمة رينمبوو رينبمبو,FALSE,NEU,msa
"""رحب لك رحب ، وارحبوا ع الحاصل 😉حاسس ان #كيري معه مترجم بيفهمه كل شي بالعكس 😂 https://t.co/yFPQ2kupeT""",TRUE,NEG,msa
"""@AOAltwaijri الأمور واضحة ومكشوفة تأسيس حزب الله جديد في الجزيرة العربية ومقره اليمن يمثله الحوثي. أهذا يخفى على السياسيين.""",FALSE,NEG,msa
"""أفضل تطبيقات أندرويد لهذا الأسبوعhttps://t.co/eP7pOPiyFo https://t.co/AAUqt7EqvD""",FALSE,NEU,msa
"#قنديل لـ""#السيسى"": عليك تقديم برنامجك الانتخابى وعدم التعالى على الجماهير #أخبار_مصر #الفجر",FALSE,NEG,egypt
@SaeedALGhammdi مدينه يعشقهاالسياح لوجود أعلى قمة uk بن نفيس أيضا قطار هاري بوتر وتلفريك ليست مدينة تسوق طبيعة ساحرة سكانها ودودين بسطاء,FALSE,POS,egypt
@tf_77x يمدحون غوغل يقولون مايخش شي,FALSE,POS,gulf
الى كل من اذاني ااماذا كسبت الا المرض والالم والوجع لان لن تناطحني ولن تؤذيني انما ناطحت نفسك واذيتهافقط اكتفيت بالله وكيلا وكفاني فيكم💛 فحسبي ربي ونعم الوكيل♥️,FALSE,NEG,msa
والد #جيكا هو اللى كان داخل مع #حمدرين يوم تسليم التوكيلات #واحد_مننا,FALSE,NEU,egypt
RT @ELRey_FCB: بيب : ميسي أفضل لاعب في تاريخ دوري الأبطال و لا يوجد من هو أفضل منه 👌🏻و يلوموني فيك 😍😍 https://t.co/52gi26aKVk,FALSE,POS,msa
_بل هو العقل لان اسفل النعل ملئ بالقاذورات و القذارة فكيف تكون طاهرا اذا مسحت اسفله بعد مشيك في مكان نجس,FALSE,NEU,msa
"""إسرائيل تستعد لـ «الغفران» ورام الله تعيد المستقيلين https://t.co/LjIoYpRhA9 https://t.co/eEmM7ewrzG""",FALSE,NEU,msa
الكلاب أوفياء رجاء عدم إهانتهم,FALSE,NEU,msa
"""وزراء الخارجية والدفاع بإيران وروسيا وتركيا يبحثون في موسكو غدا الأوضاع في حلب2016-12-19أعلن المتحدث باسم... https://t.co/vyBvAiHsRO""",FALSE,NEU,msa
"""RT @aram_sa: اجابة السؤال الثاني : الرياءصاحبة الاجابة الصحيحة @an_alth .. مباركالسؤال الثالث بعد قليل ( ولا يحتاج جوجل )#سؤال_وجواب""",FALSE,NEU,msa
"""@_NOLE1 اللي اعرفه يقدر فيدرر على نادال""",FALSE,NEU,egypt
ليه البنت اللى #تحب فى مجتمعنآ بيعاملوها انها عملت #جريمه وبتبقا بنت مش #محترمه,FALSE,NEG,egypt
"""خطأ فادح لطفل صغير يكلف شركة غوغل 112 الف دولار https://t.co/J0N4K9BTRK""",FALSE,NEU,msa
"""ويندوز 10 بمساحة تخزينية أقل من أنظمة مايكروسوفت السابقة https://t.co/EOyj5d2Mo6""",FALSE,NEU,msa
سي بي سي:#إبراهيم_محلب يشارك باحتفالية تنزانيا اليوم بمناسبة العيد الخمسين للوحدةنيابة عن الرئيس #عدلي_منصور #,FALSE,NEU,msa
#الحياة_جميلة عندما تستخدم أدوات #السعادة بها #الأمل و#الفأل_الحسن و #الإيجابية و #الإيمان بقضاء الله وقدره خيره وشره,FALSE,POS,msa
"""Shoppinz: أبل وسامسونج وجهًا لوجه في المحكمة العليا لوضع حد لنزاع براءات الاختراع https://t.co/83Z2KG5zsR""",FALSE,NEU,msa
"""@oamaz7 كل كلامك عن ليبيا كذب في كذبوتمدح عبيد الناتو والأمريكان هناكوتعيب على بلدك التعاون مع الغربعجبا لتناقضك وأنت تزعم الإنصاف !!!""",TRUE,NEG,msa
˛ مرة عامل نظافة طلبني أشتري له فطور بس أعتذرت منه لأن ما في أحد يصورنا ᴗ̈  ,FALSE,NEG,msa
"""#ستولتنبرغ| #الناتو يقدم دعماً سياسياً لأوكرانيا ويواصل العمل على وحدة أراضيها #مباشر #تركيا #أوكرانيا""",FALSE,NEU,msa
دي كانت سنه بغض النظر انها سوده فوق دماغه بس ضحكنا ضحك السنيين على كمية النكت اللي كانوا بيقلوها  ,FALSE,NEG,msa
#الدنيا اشبه بساحه معركه فمنه من يخرج كسبان ومنه من يخرج مهزومالمكسب هو رضا الله,FALSE,POS,msa
"""موسكو ستطلب من الناتو ردودا بناءة https://t.co/LR5uVgzjJP https://t.co/tYillesiuS""",FALSE,NEU,msa
"""@emadoB وبلا ما يضهرو معن نحن اصلاً شبابنا ربعن ماتو بالحرب و ربعن احتياط و ربعن ع شاكلة ريكي مارتن هالربع البقيان يتركولنا ياهن 😂""",FALSE,NEG,levant
__ #نفسك_فى_أية_فى_الجنة_ ؟ أرتاح بدون نوم آكل بدون هم أضحك بدون نهايه أبي أحط أول رجل فيها أقول هذا الحلم المنت,FALSE,NEU,egypt
"""RT @TMZinArabic: تبقت ساعة وعشر دقائق على المناظرة الرئاسية الثانية بين دونالد ترامب وهيلاري كلينتون. https://t.co/GZE9GtcchA""",FALSE,NEU,msa
يعني واحد ما بيعرفش يقرأ أليس من الهراء والعبث أن تأخذ رأيه في كتاب دون أدنى مجهود لشرحه له؟ خاصة لو هيأثر على حياته وحياتي أنا كمان!,TRUE,NEG,msa
كفيت ووفيت في خدمة ناديك اليوم كلنا معاك قلب وروووووح الله يسعدك💙💛💙💛#معاك_يا_الحلافي,FALSE,POS,egypt
"""ويندوز 10 بيعمل تقريبا كل حاجه بمزاجه والموضوع مخيف""",TRUE,NEG,msa
ندعو الشباب المؤمن بمبادئ الوسط والراغب في المشاركه الفعاله للتواصل معنا واستكمال الاستمارة المرفقه,FALSE,NEU,msa
#هتحبك_لو احترمتها فى وجودها او غيابها ;),FALSE,POS,egypt
لدرجه يقولك من كثر ما يبدعون في تمثيل لهم وجهه يسالونك ليه خرجتي من القروب ليه ما تردين ليه وليه ياخي انتم من اي كوكب لدرجه حتى درجاتي حاسديني عليهاا انتي م تستاهلين وانتي وانتي  طيب تعبت على نفسي محافظه على مستوايه ياخي انتمم  انا كل مرا انصدم واعدي واعدي واعدي الين متى يعني ؟,FALSE,NEG,gulf
"""RT @ALAMAWI: “الكذاب” بشار الأسد: لم أرتكب أي فظاعات والشعب يؤيدني وأنا لست سوبرمان “فيديو” https://t.co/gC56botUmx https://t.co/GfQgMYkixI""",TRUE,NEG,msa
"""RT @Amer_Abdulla: يقول مدرب منتخبنالو خسرت السعودية من اليابان وفزنا على العراق بنتعادل في النقاط !!!!ممكن رغم ان السعودية 10 ونحن 6 ك…""",FALSE,NEU,gulf
"""RT @ajmubasher: كلمة #دونالد_ترامب مرشح الحزب الجمهوري في إطار حملته الدعائية للانتخابات الرئاسية الأمريكية#أمريكا https://t.co/ykKx6l65Ci""",FALSE,NEU,egypt
"""RT @BeesoS11: توماسوف لاعب كبير وكان افضل لاعب في كرواتيا الموسم الماضي لاتحكموا على مستواه مع #النصر البيئة سيئه جدآ لو جبتو ميسي بيتحو…""",FALSE,POS,egypt
"""RT @AlmosaferGuide: 3 منتزهات ترفيهية في موقع واحد قرب برشلونة 👇العاب مائية، عالم فيراري (2017) .. وملاهيhttps://t.co/aSaLNEUBGT...@t…""",FALSE,NEU,msa
حكومة #مصر توافق على ترخيص 50 قناة تنصيرية بينما تغلق 20 قناة إسلامية! التنصير أحسن من الإخوان! …,TRUE,NEG,egypt
كل من يظن انه ربما يكون مرصود الحيطة و الحذر و عدم المبيت في المنزل اليوم #شارك #انشر #حذر,FALSE,NEG,msa
"""كيف تفكّر روسيا سياسياً وعسكرياً في سوريا؟https://t.co/OLJv5xQhLd#سوريا #روسيا_واميركا""",FALSE,NEU,msa
"قائمة ابدأ الصغيرة"" الجديدة في ويندوز 10 نسخة 14942 https://t.co/BL1XaDszb3""",FALSE,NEU,msa
رئيس يطبق الشريعة دون أن يكون مسلما ولايسير في مواكب مصفحة ولا يكذب على الناس بحركات إستعراضية ويفتح قصره للفقراء,FALSE,NEG,msa
"""اللهم كن لإخواننا في #العراق و #سوريا و #بورما و #اليمن و #فلسطين وسائر بلاد المسلمين ..اللهم أعز الإسلام والمسلمين وأذل الشرك والمشركين""",FALSE,NEU,msa
"""قسم جبران تويني نقسم بالله العظيم، مسلمين ومسيحيين، ان نبقى موحدين، الى ابد الابدين، دفاعاً عن لبنانواليوم مصر و س… https://t.co/stLLCNZjdA""",FALSE,POS,msa
"""لعنت الله عليك يسفاح الشام يقاتل شعبه  انت وسفاح الروس بوتن الله يورينا فيكم عزايم قدرته  https://t.co/9sIfHajIKR""",FALSE,NEG,levant
علي معلول حط الزغلول,FALSE,POS,egypt
"""#سوريا #Syria#مقالة#المجتمع_الدولي يوافق متأخراً على إرسال #مراقبين_دوليين لشرق #حلبhttps://t.co/69i3JDqspy… https://t.co/1wYvgqgX00""",FALSE,NEU,msa
"""RT @whatsapp_5: ميسي : مبروك يا صديقي والى اللقاء في روسيا https://t.co/RDdeybNAIE""",FALSE,NEU,msa
"""هما لغوا خاصية switch account في تحديثات فيسبوك ماسينجر الجديدة عند كل الناس؟ ولا ده غباء من الأبليكيشن اللي معايا بس ولا ايه اللي بيحصل؟""",TRUE,NEG,egypt
"""RT @kuwaity_freedom: الممثل الامريكي المشهور روبرت دي نيرو الي كلكم تعرفونه بفلم العرابيهاجم دونالد ترامب بشراسه ويقول عنه كلب وخنزير و…""",TRUE,NEG,egypt
"""@30y_gentle @mtd441 جستن بيبر خف علينا""",FALSE,NEU,egypt
"""RT @TheBaghdadPost: #أنور_مالك: #إيران تشعل حروب طائفية تمزق الأوطان بسبب صمت العرب#بغداد_بوست #العراق #إيرانhttps://t.co/ig5lEzB3qx@anw…""",FALSE,NEG,msa
اسلام عليڪمنمستي 🙏#سنڌ_جي_ٻيٽن_تي_قبضو_نامنظور,FALSE,NEU,msa
#مصر #السيسي تنتكس وتعود للعصر الحجري وحكم الغاب يحزنني حال الذين يدعمون هذه الهمجية والنازية الجديدة #مرسي #السعودية,FALSE,NEG,msa
"""@Jbr_poltic @SYR_REV_M بالله عليكبعد كل يللي صار و انكشاف حجم تآمر المجتمع الدولي و حمايته للنظام و إجرامه  حضرتك مقتنع بعدل هالمجتمع""",FALSE,NEG,levant
لا هذا لا يجوز. الذات الالهية حد لا نسمح بان يتجاوز. هم الهتهم عادي نستهزأ فيهم لانهم كفار...  ,FALSE,NEG,msa
اللهم عجّل بالصييف آمين,FALSE,NEU,msa
""" ربي لا تحرم أمي من الجنة فهي لم تحرمني شيئاً في الدنيا . ♥️ """,FALSE,POS,msa
حب البلد بيعيش لما يموت الجوع #حمزة_نمرة مهما كلت وشبعت برضو مش بحبها,TRUE,NEG,egypt
"@fezaru والله اني قاري في غوغل انه حلال"" 😂😂😂💔""",FALSE,NEU,egypt
"""RT @alturifi1: الخاطرة الثالثة / إقرار موضوع كفاءة النسب وتبريره شرعا يعطي مستمسكا لمن أراد الطعن على الإسلام بحيث يكون أحد الشبهات للتنفير…""",FALSE,NEG,msa
"""RT @A_M_Y_Alghamdi: مباراة كرة قدم بين كوريا و إيرانتم وضع لافته في مكان بارز""من هو الحسين""ليقوم الكوريين بالبحث عن الإسلام الرافضيوالت…""",FALSE,POS,msa
"""@malak_alhusaini انا كان ودي افووز م ابغى مبلغ ابغى ايفووون """,FALSE,NEU,gulf
"""نقسم بالله العظيم. مسلمين ومسيحيين. ان نبقى موحدين. دفاعا عن لبنان العظيم. عشتم وعاش لبنان. جبران تويني. 14 آذار 20… https://t.co/zx8SCJsOJW""",FALSE,POS,msa
رغم إن الصحافة رسالة إلا ان فيه صفحات كاملة بتتكلم عن #صافيناز #سما_المصري #حلاوة_روح ودي كارثة #2014,TRUE,NEG,egypt
يعتدون على خالد داود صائحين يا بتاع جبهة الإنقاذ يا كافر،فليصمت زياد بهاء الدين و رفاقه عن حديث المصالحة و الا سنرد عليهم بحديث الأصابع #مصر,TRUE,NEG,msa
"""قيومجيان في ذكرى استشهاد جبران تويني: يموت في وجعنا لكنه يحيا أبداً في نور عظيم يقهر الظلم https://t.co/5g5XBiYdZM""",FALSE,POS,msa
"""https://t.co/y9VEwQqbpa  <== ||| #قحبه  #دعارة #سالب #متزوجة #زب_كبير  # العراق #الرباط   #فلسطين #جدة""",TRUE,NEG,egypt
{وَمِنْ آيَاتِهِ يُرِيْكُمُ الْبَرْقَ خَوْفاً وَطَمَعاً وَيُنَزِّلُ مِنَ السَّمَاءِ مَاءً فَيُحْي بِهِ الأَرْضَ بَعْدَ مَوْتِهَا إنَّ فِى ذَلِكَ لَآياتٍ لِّقَومٍ يَعْقِلُونَ}. (الروم/ 24),FALSE,NEU,msa
"""""أبل"" تكسب معركة قضائية ضد ""سامسونغ""https://t.co/G6BUs2IPLKسجلت ""أبل"" فوزا غير متوقع على ""سامسونغ""، مع إعادة محكمة استئناف أمريكية فرض…""",FALSE,POS,msa
الناس اللى بتاكل زبادى و بتشرب رايب ف السحور .. و الناس التانيه اللى بتتسحر حبنه رومى .. اخوانكو ف بيطرى بيذاكرو الكلام ده !!  ,FALSE,NEG,msa
"""#اتفرج| بالصور.. وصول أبطال فيلم «يوم للستات» لحضور #مهرجان_القاهرة_السينمائيhttps://t.co/kaCk9CToMr""",FALSE,NEU,msa
حتي غوغل شاهد...! https://t.co/5EdQLrnS0d,FALSE,NEU,msa
"""كنائس #القدس ترفع الاذان ردا على قرار منع الاذان .شكراً يا أتباع نبينا عيسى عليه السلام . https://t.co/8F4HHvFty2""",FALSE,POS,msa
ثمه شعله حنين مشتعله في جوفي حرقت كبريائي حتى الرماد ومزجته في كوب زجاجٍ شفاف وسكبته على أزهار الذكرى حتى أرتوت وينعت #اعترا…,FALSE,NEG,msa
"""RT @elmaktaba1: تحميل كتاب باراك أوباما احلام من ابي لكاتبه باراك أوباما ن هذا الرابطhttps://t.co/hWeQq88Ith https://t.co/puegIRt16o""",FALSE,NEU,msa
"""يخرب بيت متعتك يا انيستا ،كيف يوازن الوسط ويهدي ويسرع رتم المباراة على كيفه""",FALSE,POS,egypt
"""مقدسااتنا اخواننا العرب ينادوننا هل ننتظر الضمير العالمي واين هو الضمير العالمي ؟اهذه هيا عروبتنا ؟! #القدس""",FALSE,NEG,msa
واحشني قوي و انا مقصر معاك عندك حق :) كلم شادي و الشباب و خلينا نتقابل يوم الجمعة و العشاء عليا,FALSE,POS,egypt
"""آخر تحديثرادار: sat24 | البروق وطقس العرب #فريق_طقس_المدينه/مروان الردادي https://t.co/sKEyua4blh""",FALSE,NEU,msa
"""RT @TRTalarabiya: عاجل| #بوتين: اتفقنا على تخفيض أسعار الغاز الطبيعي المصدر إلى تركيا، وخطة الرئيس أردوغان لتحويل تركيا إلى ممر دولي للطاقة…""",FALSE,NEU,msa
"""RT @heekmh: قيل لأعرابي : أتحسن أن تدعو ربك ؟فقال : نعم ، قيل : فادع، ،فقال :اللهم أعطيتنا الإسلام من غير أن نسألك ،فلا تحرمنا الجنة ونح…""",FALSE,POS,msa
الوطن | العزل والرئاسة | عمرو حمزاوي:,FALSE,NEU,msa
شاركوا معانافى الهاشتاج ده #محبي_حازم_عبدالعظيم_ضد_الخونه عايزينه تريند #ريتويت #جيش_تويتر #سأنتخب_السيسي #باسم_طلع_حرامى #ا…,FALSE,NEG,egypt
"""#نجم بروسيا دورتموند عثمان ديمبلي يعرب عن رغبته في اللعب في برشلونةhttps://t.co/GQRQA3d7QB@egyptiontoday""",FALSE,NEU,msa
"""#السعووديات_مرهلاتساعات نسائيه ماركة غوتشي،مع الاساور والخواتم وكرت الضمان فقط بـ250 ريال https://t.co/UwHO829lIX""",FALSE,NEU,msa
والله انهم حسنه الحفل ذا والله https://t.co/mOif4qI8xK,FALSE,POS,msa
